"annotation,""annotation_id"",""annotator"",""created_at"",""date_lang_1"",""date_lang_2"",""doc_hash_lang_1"",""doc_hash_lang_2"",""domain_lang_1"",""domain_lang_2"",""fulltext_joined_lang_1"",""fulltext_joined_lang_2"",""fulltext_lang_1"",""fulltext_lang_2"",""id"",""lang_lang_1"",""lang_lang_2"",""lead_time"",""mimetype_lang_1"",""mimetype_lang_2"",""updated_at"",""url_lang_1"",""url_lang_2""",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,"annotation,""annotation_id"",""annotator"",""created_at"",""date_lang_1"",""date_lang_2"",""doc_hash_lang_1"",""doc_hash_lang_2"",""domain_lang_1"",""domain_lang_2"",""fulltext_joined_lang_1"",""fulltext_joined_lang_2"",""fulltext_lang_1"",""fulltext_lang_2"",""id"",""lang_lang_1"",""lang_lang_2"",""lead_time"",""mimetype_lang_1"",""mimetype_lang_2"",""sensitive"",""updated_at"",""url_lang_1"",""url_lang_2"""
"Eleni Papadopoulou, PhD, er senior forsker og epidemiolog ved Klynge for Global Helse med særlig fokus på digital helse for mor- og barnhelse. Hennes bakgrunn i ernæring, folkehelse og miljøepidemiologi informerer hennes nåværende rolle som hovedundersøker for EU-finansierte prosjektet ENABLE og koordinator for BIS Ethiopia-prosjektet. Eleni's forskning fokuserer primært på å forstå miljø- og klimapåvirkninger på barns utvikling og vekst, og hun er aktivt involvert i kapasitetsbygging og styrking av helsesystemer i Etiopia, Rwanda og Uganda, og veileder PhD-studenter ved hjelp av avanserte epidemiologiske metoder for å forbedre globale helseutfall. Hennes forskning benytter en kombinasjon av kvalitative og kvantitative metoder, systematiske oversikter, kliniske studier og longitudinelle fødselskohortstudier, samt andre avanserte statistiske metoder, for å forstå komplekse samspill mellom faktorer tidlig i livet og deres innvirkning på helse. Hun arbeider også for å forstå hvordan man kan styrke primærhelsetjenester for mødre og barn i lav- og mellominntektsland (LMICs). Epidemiologi", Digital Helse, Miljøepidemiologi, EU-finansiert Forskning, Helsesystemstyrking, Avanserte Epidemiologiske Metoder, Implementeringsforskning, Longitudinelle Fødselskohortstudier, Primærhelsetjenester, Lav- og Mellominntektsland (LMICs), Miljø- og Klimapåvirkninger," Barns Utvikling"",""['Eleni Zoumpoulia Papadopoulou', 'Researcher Professor', 'Responsibilities', """"Eleni Papadopoulou, PhD, a Research Professor and epidemiologist at the Norwegian Institute of Public Health, Department for Global Health, specializes in global health with a strong emphasis on digital health for maternal and child health. Her background in nutrition, public health, and environmental epidemiology informs her current role as the principal investigator of the EU-funded project ENABLE and coordinator of the NORAD-funded BIS Ethiopia project. Eleni's research primarily focuses on understanding environmental and climate impacts on childhood development and growth, as well as advancing quality antenatal and postnatal care , and she is actively involved in capacity building and health system strengthening projects in Ethiopia, Rwanda, and Uganda, supervising PhD students and employing advanced epidemiological methods to improve global health outcomes. Her research utilizes a combination of qualitative and quantitative methods, systematic reviews, clinical trials, and longitudinal birth cohort studies, as well as other advanced statistical methods, to understand complex interactions between early life factors and their impact on health and understand how to strengthen primary health care services for mothers and children in LMICs. Epidemiologi", Digital Health, Environmental Epidemiology, EU-funded Research, Health System Strengthening, Advanced Epidemiological Methods, Implementation Research, Longitudinal Birth Cohort Studies, Primary Health Care Services, Low and Middle-Income Countries (LMICs), Environmental and Climate Impacts," Child Development.""""]"",""['Eleni Zoumpoulia Papadopoulou', 'forsker, Ph.D in Epidemiology', 'Fagområder', """"Eleni Papadopoulou, PhD, er senior forsker og epidemiolog ved Klynge for Global Helse med særlig fokus på digital helse for mor- og barnhelse. Hennes bakgrunn i ernæring, folkehelse og miljøepidemiologi informerer hennes nåværende rolle som hovedundersøker for EU-finansierte prosjektet ENABLE og koordinator for BIS Ethiopia-prosjektet. Eleni's forskning fokuserer primært på å forstå miljø- og klimapåvirkninger på barns utvikling og vekst, og hun er aktivt involvert i kapasitetsbygging og styrking av helsesystemer i Etiopia, Rwanda og Uganda, og veileder PhD-studenter ved hjelp av avanserte epidemiologiske metoder for å forbedre globale helseutfall. Hennes forskning benytter en kombinasjon av kvalitative og kvantitative metoder, systematiske oversikter, kliniske studier og longitudinelle fødselskohortstudier, samt andre avanserte statistiske metoder, for å forstå komplekse samspill mellom faktorer tidlig i livet og deres innvirkning på helse. Hun arbeider også for å forstå hvordan man kan styrke primærhelsetjenester for mødre og barn i lav- og mellominntektsland (LMICs). Epidemiologi", Digital Helse, Miljøepidemiologi, EU-finansiert Forskning, Helsesystemstyrking, Avanserte Epidemiologiske Metoder, Implementeringsforskning, Longitudinelle Fødselskohortstudier, Primærhelsetjenester, Lav- og Mellominntektsland (LMICs), Miljø- og Klimapåvirkninger," Barns Utvikling""""]"",149,""eng"",""nob"",13.454,""html"",""html"",""2026-01-09T09:57:08.557268Z"",""https://www.fhi.no/en/ab/departments-and-centres/global-health/eleni-papadopoulou/"",""https://www.fhi.no/om/organisasjon/global-helse/eleni-papadopoulou/""",,,,,,,,
"Not parallell,52,""2"",""2026-01-09T09:57:23.701830Z"",1735572674000,1735572987000,""67e3550a330e3d612a4a5ffe5070bcb81887f053"",""f9d6972ebeb63545887cb901eb528ef722da1d9a"",""ssb.no"",""ssb.no"",""Refers to net in-migration/out-migration for the region in the text column. Example: Hedmark/Oppland had a net out-migration versus Akershus/Oslo (22), and Akershus/Oslo had a net in-migration versus Hedmark/Oppland (22). Western Norway had a net out-migration versus Akershus/Oslo (948), and Akershus/Oslo had a net in-migration versus Western Norway (948). Totally, Akershus/Oslo had a net in-migration of 2 233 from other regions."",""Refers to net in-migration/out-migration for the region in the text column. Example: Hedmark/Oppland had a net in-migration versus Akershus/Oslo (714), and Akershus/Oslo had a net out-migration versus Hedmark/Oppland (714). Western Norway had a net out-migration versus Akershus/Oslo (1 190), and Akershus/Oslo had a net in-migration versus Western Norway (1 190). Totally, Akershus/Oslo had a net out-migration of 214 from other regions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regions: Akershus/ Oslo (Akershus and Oslo). Hedmark/Oppland (Hedmark and Oppland). South Eastern Norway (Østfold, Buskerud, Vestfold and Telemark). Agder-Rogaland (Aust-Agder, Vest-Agder and Rogaland). Western Norway (Hordaland, Sogn og Fjordane and Møre og Romsdal). Trøndelag (Sør-Trøndelag and Nord-Trøndelag). Northern Norway (Nordland, Troms and Finnmark)."",""['Refers to net in-migration/out-migration for the region in the text column. Example: Hedmark/Oppland had a net out-migration versus Akershus/Oslo (22), and Akershus/Oslo had a net in-migration versus Hedmark/Oppland (22). Western Norway had a net out-migration versus Akershus/Oslo (948), and Akershus/Oslo had a net in-migration versus Western Norway (948). Totally, Akershus/Oslo had a net in-migration of 2 233 from other regions.']"",""['Refers to net in-migration/out-migration for the region in the text column. Example: Hedmark/Oppland had a net in-migration versus Akershus/Oslo (714), and Akershus/Oslo had a net out-migration versus Hedmark/Oppland (714). Western Norway had a net out-migration versus Akershus/Oslo (1 190), and Akershus/Oslo had a net in-migration versus Western Norway (1 190). Totally, Akershus/Oslo had a net out-migration of 214 from other regions.', '2', 'Regions: Akershus/ Oslo (Akershus and Oslo). Hedmark/Oppland (Hedmark and Oppland). South Eastern Norway (Østfold, Buskerud, Vestfold and Telemark). Agder-Rogaland (Aust-Agder, Vest-Agder and Rogaland). Western Norway (Hordaland, Sogn og Fjordane and Møre og Romsdal). Trøndelag (Sør-Trøndelag and Nord-Trøndelag). Northern Norway (Nordland, Troms and Finnmark).']"",150,""eng"",""nno"",14.765,""html"",""html"",""2026-01-09T09:57:23.701852Z"",""https://www.ssb.no/a/english/kortnavn/flytting_en/tab-2012-05-11-08-en.html"",""https://www.ssb.no/a/english/kortnavn/flytting_en/arkiv/tab-2001-08-22-11-en.html""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Something is wrong,53,""2"",""2026-01-09T09:59:06.701749Z"",1735241866000,1735238580000,""65df3852a07173d47481c8a26fbc229bdb629115"",""344337af31835bf8f44c9f8810e5d2988fa55e58"",""nupi.no"",""nupi.no"",""Matthew Blackburn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contactinfo and files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matthew Blackburn is a Senior Researcher in NUPI's Research Group on Russia, Asia and International Trade. He is also an affiliated researcher at the Institute of Russian and Eurasian Studies at Uppsala University. His main research agenda addresses politics in Russia and Eurasia, including both domestic politics and interstate relations. He has researched political legitimation and popular responses to state discourses, with a particular focus on how regimes mobilise on the ideational level and cope with the challenges of nationalist and populist opposition. Currently he is researching wartime developments in Russian politics including the new state-society relationship and public opinion, nationalist dissent and new state ideological projects.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He is also engaged in research on Iran-Russia-China cooperation for the Norwegian Geopolitics Centre and is a research coordinator for the Civilizationalism Project based at Stanford University.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scholarly analysis has been divided as to whether Putinism is a coherent ideology. With the decision to invade Ukraine, this question requires reexamination. This article interprets the evolution of Putinism in morphological terms, tracing how political concepts developed into a distinctive ‘thin’ ideology. After interpreting the original formation of Putinism (2000–2012), I unpack how interlinked processes of securitization and culturization reshaped the arrangement of core, adjacent and peripheral concepts. This was preceded by discursive closure between the Kremlin and its ideological antagonists over critical junctures in 2012 and 2014. An emphasis on the reactive, events-driven dynamic of Putinism reveals how it functions as an immanent morale that reinforces preexisting power networks and strives to win the loyalty of the population. Preserving culture and security has become synonymous with maintaining the very existence of the Russian Federation. With the launch of the ‘Special Military Operation’ in February 2022, this ideology was not immediately transformed but rather deployed on a new and more dramatic level. The ideological reconfiguration examined in this article must be understood as a crucial precursor to the decision to escalate the war in Ukraine, which ris reshaping Russia’s political trajectory in dramatic and unpredictable ways.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Covid-19 epidemic came at a sensitive time for Russia’s leadership, which was attempting a political reset and structural reforms, including the removal of President Putin’s presidential term limits. This article examines how issues related to the pandemic provided new opportunities for the systemic opposition, the Communist Party of the Russian Federation, who emerged as the main beneficiaries after capitalising on opportunities created by the epidemic. The underappreciated role of systemic opposition parties in electoral authoritarian systems, which balance “voice” and “loyalty” to benefit both themselves and the regime, is examined in the context of the Covid-19 crisis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Perhaps no topic could be more crucial to the concept of “post-communism” than how the Soviet past is commemorated, challenged, or forgotten. The study of historical memory is often correctly tied to identity politics and nation-building. While the usable past framework is broadly applicable to all modern states, in the Russian case a degree of alarmism and negativity surrounds interpretations of how the country has managed its communist past, particularly its violent parts. A significant element to this is a teleological view of progress and the salience of the transition paradigm. In memory studies, this is manifested in the dominance of the cosmopolitan memory mode as the correct way the violent past should be commemorated. The introduction reviews the existing literature on Russia’s memory politics and highlights three limitations: (1) overemphasis on the political center and the failure to capture the diversity of regions, (2) too much focus on the supply side of memory politics, and (3) one-sided presentations of the role the Great Patriotic War plays in Russian memory politics. The introduction reviews how the special issue contributions address these limitations in the literature and shows how, taken together, they offer ideas for new research on memory studies. A case is made for how this new research agenda can better understand memory processes and how they relate to broader ideological, cultural, social, and political change in Russia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The study """"Norway and Romania: Navigating Information Warfare"""" explores the use of disinformation, propaganda, and interference to manipulate public discourse amid the Ukraine war. It discusses how these tactics exploit historical and border sensitivities to delegitimize Ukraine and distract from the global economic impacts of Russian aggression. The research highlights how such strategies shift blame and reshape international perceptions favorably towards Russia. The study analyzes how Russian political warfare manifests itself in both Norway and Romania, dwelling on the particularities of each country. This study is one of deliverables of the FLANKS II project conducted jointly by New Strategy Center in Romania and the Norwegian Institute of International Affairs (NUPI) in Oslo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This paper examines shared ideas, values and interpretations of the past in the “collective memory” of the 1917 October Revolution. Employing a qualitative approach to examine collective memory “from below,” two age cohorts were interviewed in three Russian cities from a variety of social groups in 2014–2015. What was revealed was the existence of a strong positive myth about the pre-revolutionary era of 1900–1914, as well as positive references to the current Putin era. Both eras were “positive” in that Russia was/is a “normal European power,” “on the rise economically” and “respected by the other powers.” In terms of the definitive national trauma, an overwhelming majority viewed the 1917 October Revolution as a break or rupture in Russian history that caused appalling destruction. This view of 1917 as catastrophic leads to certain key “lessons”: that revolutionary change is inherently destructive and wasteful and that external forces had (and have) a vested interest in weakening Russia from without whenever she is at her most vulnerable. Overall, at the heart of myths over 1917 we find a central occupation with the threat of disintegration and a yearning for stability and normality, highlighting how collective memory interacts with political values and social identity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Research into post-independence identity shifts among Kazakhstan’s Russian-speaking minorities has outlined a number of possible pathways, such as diasporization, integrated national minority status and ethnic separatism. Drawing on semi-structured interviews with young people in Almaty and Karaganda, I examine how Russian-speaking minorities identify with the state and imagine their place in a ‘soft’ or ‘hybrid’ post-Soviet authoritarian system. What is found is that Russian-speaking minorities largely accept their status beneath the Kazakh ‘elder brother’ and do not wish to identify as a ‘national minority’. Furthermore, they affirm passive loyalty to the political status quo while remaining disinterested in political representation. Russian-speaking minorities are also ambivalent towards Kazakh language promotion and anxious about the increasing presence of Kazakh-speakers in urban spaces. This article argues that two factors are central to these stances among Kazakhstan’s Russian-speaking minorities: the persistence of Soviet legacies and the effects of state discourse and policy since 1991.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Based on more than 100 interviews in European Russia, this article sheds light on the bottom-up dynamics of Russian nationalism. After offering a characterization of the post-2012 “state-civilization” discourse from above, I examine how ordinary people imagine Russia as a “state-civilization.” Interview narratives of inclusion into the nation are found to overlap with state discourse on three main lines: (1) ethno-nationalism is rejected, and Russia is imagined to be a unique, harmonious multi-ethnic space in which the Russians (russkie) lead without repressing the others", (2) Russia’s multinationalism is remembered in myths of peaceful interactions between Russians (russkie) and indigenous ethnic groups (korennyye narodi) across the imperial and Soviet past," (3) Russian culture and language are perceived as the glue that holds together a unified category of nationhood. Interview narratives on exclusion deviate from state discourse in two key areas: attitudes to the North Caucasus reveal the geopolitical-security, post-imperial aspect of the “state-civilization” identity, while stances toward non-Slavic migrants in city spaces reveal a degree of “cultural nationalism” that, while sharing characteristics with those of Western Europe, is also based on Soviet-framed notions of normality. Overall, the article contributes to debates on how Soviet legacies and Russia’s post-imperial consciousness play out in the context of the “pro-Putin consensus.”"",""Matthew Blackburn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kontaktinfo og filer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sammendrag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matthew Blackburn er seniorforsker i NUPIs forskningsgruppe for Russland, Asia og internasjonal handel. Han er også tilknyttet forsker ved Institute of Russian and Eurasian Studies ved Uppsala universitet. Hans forskningsagenda omfatter politikk i Russland og Eurasia, inkludert både innenrikspolitikk og mellomstatlige relasjoner. Han har forsket på samtidens politiske legitimering og folkelige svar på statsdiskurser, med særlig fokus på hvordan regimer mobiliserer på idénivå og håndterer utfordringene fra nasjonalistisk og populistisk opposisjon. For tiden forsker han på utvikling i russisk politikk under krigen, inkludert det nye forholdet mellom stat og samfunn, offentlig opinion, nasjonalistisk opposisjon og nye statlige ideologiske prosjekter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blackburn driver også med forskning på samarbeidet mellom Iran, Russland og Kina ved Senter for Geopolitikk og er forskningskoordinator for Civilizationalism-prosjektet ved Stanford University.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Akademia viser delte meninger når det gjelder spørsmålet om hvorvidt Putinisme er en helhetlig ideologi. Med beslutningen om å invadere Ukraina krever dette spørsmålet en ny vurdering. Denne artikkelen tolker utviklingen av Putinisme i morfologiske termer og sporer hvordan politiske konsepter har utviklet seg til en distinkt """"tynn"""" ideologi. Etter å først folke den opprinnelige dannelsen av Putinismen (2000-2012), analyserer jeg hvordan sammenvevde prosesser av sikkerhetisering og kulturisering har omformet ideologiens kjerne-, grensende- og perifere konsepter. Endringen ble innledet av en diskursiv lukking mellom Kreml og dets ideologiske motstandere ved kritiske vendepunkt i 2012 og 2014. En vektlegging av Putinismens reaktive, hendelsesdrevne dynamikk avslører hvordan den fungerer som en iboende moral som forsterker eksisterende maktnettverk og søker etter å vinne befolkningens lojalitet. Å bevare kultur og sikkerhet har blitt synonymt med å opprettholde Den russiske føderasjonens selve eksistens. Ved iverksettelsen av den """"spesielle militæroperasjonen"""" i februar 2022, ble ikke denne ideologien umiddelbart transformert, men heller brukt på et nytt og mer dramatisk nivå. Den ideologiske omkonfigureringen som undersøkes i denne artikkelen må forstås som en avgjørende forløper til beslutningen om å eskalere krigen i Ukraina, noe som dramatisk og uforutsigbart omformer Russlands politiske utvikling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Covid-19-epidemien kom på et sensitivt tidspunkt for Russlands lederskap, som var i ferd med å igangsette en politisk omstart og strukturelle reformer, inkludert et forsøk på å fjerne presidentperiodebegrensninger. Denne artikkelen undersøker hvordan spørsmål knyttet til pandemien genererte nye muligheter for den systemiske opposisjonen, Kommunistpartiet i Den russiske føderasjon, som fremsto som epidemiens viktigste vinnere. Den ofte undervurderte rollen til systemiske opposisjonspartier i valgautoritære systemer, som balanserer mellom «stemme» og «lojalitet» for å gagne både seg selv og regimet, analyseres her i lys av Covid-19-krisen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Det finnes kanskje ikke noe tema som er mer sentralt for konseptet """"postkommunisme"""" enn hvordan Sovjetunionens fortid blir husket, utfordret eller glemt. Studier av historisk minne er ofte riktig knyttet til identitetspolitikk og nasjonsbygging. Selv om det brukbare rammeverket fra tidligere er bredt anvendelig på alle moderne stater, er det i det russiske tilfellet en grad av alarmisme og negativitet knyttet til tolkninger av hvordan landet har håndtert sin kommunistiske fortid, særlig med tanke på vold. Et viktig element ved dette er den teologiske forståelsen av fremgangen og betydningen av overgangsparadigmet. Innen minnestudier manifesterer dette seg i dominansen av den kosmopolitiske minnemodusen som den """"riktige"""" måten å minnes den voldelige fortiden på. Introduksjonen gjennomgår eksisterende litteratur om Russlands minnepolitikk og peker på tre begrensninger: (1) en overbetoning av det politiske sentrum og manglende evne til å fange opp regionale variasjoner, (2) for stort fokus på tilbudssiden av minnepolitikk, og (3) ensidige fremstillinger av rollen Den store fedrelandskrigen spiller i russisk minnepolitikk. Videre drøfter introduksjonen hvordan bidragene i spesialnummeret til tidsskriftet addresserer disse begrensningene i litteraturen og viser hvordan disse samlet sett bidrar med ideer til ny forskning på minnestudier. I tillegg argumenteres det for hvordan denne nye forskningsagendaen kan gi bedre forståelse av minnerelaterte prosesser og deres forbindelse til bredere ideologiske, kulturelle, sosiale og politiske endringer i Russland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Studien «Norway and Romania: Navigating Information Warfare» utforsker bruken av desinformasjon, propaganda og interferens for å manipulere offentlig diskurs midt i Ukraina-krigen. Den diskuterer hvordan disse taktikkene utnytter historisk sensitivitet og grensesensitivitet for å delegitimere Ukraina og avlede fra de globale økonomiske konsekvensene av russisk aggresjon. Forskningen fremhever hvordan slike strategier prøver å flytte skylden og påvirke internasjonale oppfatninger til fordel for Russland. Studien analyserer hvordan russisk politisk krigføring manifesterer seg i både Norge og Romania, og fokuserer på hvert lands særtrekk. Denne studien er en av leveransene fra FLANKS II-prosjektet utført i smararbeid mellom New Strategy Center i Romania og Norsk Utenrikspolitisk Institutt (NUPI) i Oslo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
